50027102;2;PARTNR;NO 363 XL;NO363XL
50027104;2;PARTNR;NO 363;NO363
50026620;3;PARTNR;NO 22;NO22
50028213;1;PARTNR;NO 88;NO88
50028215;2;PARTNR;NO 88;NO88
50028218;2;PARTNR;NO 88;NO88
50028221;2;PARTNR;NO 88;NO88
50013643;1;PARTNR;NO 11;NO11
50013653;1;PARTNR;NO 81;NO81
50013655;1;PARTNR;NO 81;NO81
50013658;1;PARTNR;NO 81;NO81
50013660;1;PARTNR;NO 81;NO81
50013662;1;PARTNR;NO 81;NO81
50013665;1;PARTNR;NO 81;NO81
50013667;1;PARTNR;NO 81;NO81
50028021;1;ARTNR;Q 3984-67901;Q398467901
50122459;0;EAN;0886111811090;0886111811090
50122459;1;EAN;0886111811083;0886111811083
50103047;0;PARTNR;178XL;178XL
50102030;0;PARTNR;122;122
50164065;0;PARTNR;178;178
50107754;0;PARTNR;178;178
50110678;0;PARTNR;134;134
50098306;0;PARTNR;177XL;177XL
